Date,Client,Poids reçu
18/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,172 450
17/05/2023,PETRO IVOIRE,1 137 823
17/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,358 485
13/05/2023,PETRO IVOIRE,355 582
13/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,141 917
12/05/2023,PETRO IVOIRE,1 064 988
12/05/2023,PETRO IVOIRE,0
12/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,425 308
11/05/2023,PETRO IVOIRE,1 111 069
11/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,425 654
07/05/2023,PETRO IVOIRE,1 117 018
07/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,382 612
02/05/2023,PETRO IVOIRE,771 211
02/05/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,232 105
30/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,388 915
30/04/2023,PETRO IVOIRE,1 148 441
27/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,394 487
27/04/2023,PETRO IVOIRE,1 103 712
26/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,393 234
26/04/2023,PETRO IVOIRE,1 100 207
19/04/2023,PETRO IVOIRE,530 057
19/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,200 749
18/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,426 200
18/04/2023,PETRO IVOIRE,1 084 438
16/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,284 058
16/04/2023,PETRO IVOIRE,688 445
12/04/2023,PETRO IVOIRE,1 139 440
12/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,356 833
11/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,348 671
11/04/2023,PETRO IVOIRE,1 113 396
06/04/2023,PETRO IVOIRE,713 133
06/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,192 698
02/04/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,505 313
02/04/2023,PETRO IVOIRE,1 722 678
31/03/2023,PETRO IVOIRE,520 010
31/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,148 730
28/03/2023,PETRO IVOIRE,773 786
28/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,228 032
27/03/2023,PETRO IVOIRE,1 170 289
27/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,330 195
22/03/2023,PETRO IVOIRE,379 283
22/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,115 584
22/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,349 516
22/03/2023,PETRO IVOIRE,1 143 566
21/03/2023,PETRO IVOIRE,1 143 338
21/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,337 304
15/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,370 208
15/03/2023,PETRO IVOIRE,1 324 073
14/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,341 064
14/03/2023,PETRO IVOIRE,1 173 493
08/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,304 825
08/03/2023,PETRO IVOIRE,1 208 575
06/03/2023,PETRO IVOIRE,1 221 287
06/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,281 319
01/03/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,195 195
01/03/2023,PETRO IVOIRE,703 592
28/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,429 799
28/02/2023,PETRO IVOIRE,1 085 172
25/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,356 000
25/02/2023,PETRO IVOIRE,1 027 782
24/02/2023,PETRO IVOIRE,1 141 893
24/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,367 700
21/02/2023,PETRO IVOIRE,92 217
21/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,28 454
18/02/2023,PETRO IVOIRE,1 034 177
18/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,346 387
17/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,49 557
17/02/2023,PETRO IVOIRE,147 247
14/02/2023,PETRO IVOIRE,365 533
14/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,136 410
12/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,688 660
12/02/2023,PETRO IVOIRE,1 819 266
08/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,0
08/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,283 629
08/02/2023,PETRO IVOIRE,706 065
06/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,425 227
06/02/2023,PETRO IVOIRE,1 092 393
04/02/2023,PETRO IVOIRE,58 767
04/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,23 176
02/02/2023,PETRO IVOIRE,279 294
02/02/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,111 291
30/01/2023,PETRO IVOIRE,1 537 926
30/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,557 184
27/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,73 188
27/01/2023,PETRO IVOIRE,227 010
24/01/2023,PETRO IVOIRE,617 309
24/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,197 174
24/01/2023,PETRO IVOIRE,0
22/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,333 484
22/01/2023,PETRO IVOIRE,1 158 709
18/01/2023,PETRO IVOIRE,1 400 388
18/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,394 299
15/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,304 841
15/01/2023,PETRO IVOIRE,926 983
14/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,248 077
14/01/2023,PETRO IVOIRE,754 434
11/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,379 653
11/01/2023,PETRO IVOIRE,1 070 478
08/01/2023,PETRO IVOIRE,1 111 189
08/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,336 965
05/01/2023,PETRO IVOIRE,999 362
05/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,326 963
03/01/2023,TOTALENERGIES MARKETING COTE D'IVOIRE,358 418
03/01/2023,PETRO IVOIRE,1 130 519
29/12/2022,PETRO IVOIRE,930 761
29/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,348 819
27/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,147 174
27/12/2022,PETRO IVOIRE,467 491
26/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,297 992
26/12/2022,PETRO IVOIRE,944 046
23/12/2022,PETRO IVOIRE,646 898
23/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,202 037
21/12/2022,PETRO IVOIRE,973 662
21/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,314 462
18/12/2022,PETRO IVOIRE,1 509 477
18/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,492 787
16/12/2022,PETRO IVOIRE,130 486
16/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,47 494
13/12/2022,PETRO IVOIRE,761 213
13/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,256 065
11/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,226 887
11/12/2022,PETRO IVOIRE,719 498
09/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,375 499
09/12/2022,PETRO IVOIRE,1 140 876
06/12/2022,PETRO IVOIRE,672 907
06/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,239 035
03/12/2022,PETRO IVOIRE,913 734
03/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,286 685
02/12/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,335 837
02/12/2022,PETRO IVOIRE,1 169 407
28/11/2022,PETRO IVOIRE,356 130
28/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,106 390
27/11/2022,PETRO IVOIRE,290 760
27/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,97 825
25/11/2022,PETRO IVOIRE,1 008 189
25/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,346 760
24/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,428 826
24/11/2022,PETRO IVOIRE,1 089 538
19/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,451 821
19/11/2022,PETRO IVOIRE,1 368 404
18/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,366 934
18/11/2022,PETRO IVOIRE,1 148 274
13/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,107 488
13/11/2022,PETRO IVOIRE,340 742
12/11/2022,PETRO IVOIRE,1 102 229
12/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,390 423
09/11/2022,PETRO IVOIRE,884 920
09/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,287 830
07/11/2022,PETRO IVOIRE,1 057 651
07/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,344 025
03/11/2022,PETRO IVOIRE,412 935
03/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,145 017
02/11/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,780 787
02/11/2022,PETRO IVOIRE,2 223 180
29/10/2022,PETRO IVOIRE,1 099 145
29/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,397 769
24/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,567 605
24/10/2022,PETRO IVOIRE,1 741 845
17/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,377 290
17/10/2022,PETRO IVOIRE,1 244 123
16/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,356 674
16/10/2022,PETRO IVOIRE,1 144 923
12/10/2022,PETRO IVOIRE,1 146 469
12/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,359 900
12/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,358 401
12/10/2022,PETRO IVOIRE,1 141 693
09/10/2022,PETRO IVOIRE,128 062
09/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,40 553
07/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,81 113
07/10/2022,PETRO IVOIRE,245 625
05/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,157 136
05/10/2022,PETRO IVOIRE,447 128
01/10/2022,PETRO IVOIRE,656 748
01/10/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,248 828
30/09/2022,PETRO IVOIRE,992 072
30/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,188 125
30/09/2022,PETRO IVOIRE,490 525
30/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,375 779
28/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,84 837
28/09/2022,PETRO IVOIRE,220 035
25/09/2022,PETRO IVOIRE,651 730
25/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,258 078
23/09/2022,PETRO IVOIRE,1 094 262
23/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,411 635
19/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,379 459
19/09/2022,PETRO IVOIRE,917 908
18/09/2022,PETRO IVOIRE,841 874
18/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,357 219
15/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,86 737
15/09/2022,PETRO IVOIRE,225 783
13/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,215 107
13/09/2022,PETRO IVOIRE,573 036
11/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,374 564
11/09/2022,PETRO IVOIRE,1 126 626
09/09/2022,PETRO IVOIRE,151 538
09/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,59 200
07/09/2022,PETRO IVOIRE,790 153
07/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,298 592
01/09/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,238 320
01/09/2022,PETRO IVOIRE,692 842
31/08/2022,PETRO IVOIRE,1 074 858
31/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,423 825
27/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,433 979
27/08/2022,PETRO IVOIRE,1 053 688
26/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,428 623
26/08/2022,PETRO IVOIRE,1 083 848
22/08/2022,PETRO IVOIRE,753 779
22/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,240 526
21/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,399 778
21/08/2022,PETRO IVOIRE,1 106 681
20/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,55 204
20/08/2022,PETRO IVOIRE,158 670
16/08/2022,PETRO IVOIRE,201 842
16/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,77 994
11/08/2022,PETRO IVOIRE,773 704
11/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,274 143
10/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,390 848
10/08/2022,PETRO IVOIRE,1 113 028
04/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,149 795
04/08/2022,PETRO IVOIRE,360 863
03/08/2022,PETRO IVOIRE,1 801 089
03/08/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,716 490
28/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,289 280
28/07/2022,PETRO IVOIRE,920 670
26/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,368 709
26/07/2022,PETRO IVOIRE,1 173 532
21/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,425 420
21/07/2022,PETRO IVOIRE,1 364 573
19/07/2022,PETRO IVOIRE,1 106 684
19/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,400 242
17/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,229 179
17/07/2022,PETRO IVOIRE,629 757
16/07/2022,PETRO IVOIRE,1 122 517
16/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,373 169
09/07/2022,PETRO IVOIRE,948 155
09/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,307 134
08/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,357 666
08/07/2022,PETRO IVOIRE,1 144 287
02/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,534 340
02/07/2022,PETRO IVOIRE,1 419 709
01/07/2022,PETRO IVOIRE,396 158
01/07/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,140 757
30/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,56 575
30/06/2022,PETRO IVOIRE,147 584
26/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,77 084
26/06/2022,PETRO IVOIRE,212 756
22/06/2022,PETRO IVOIRE,327 981
22/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,121 065
21/06/2022,PETRO IVOIRE,648 491
21/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,239 374
14/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,569 200
14/06/2022,PETRO IVOIRE,1 665 965
08/06/2022,PETRO IVOIRE,2 466 092
08/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,767 172
02/06/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,120 987
02/06/2022,PETRO IVOIRE,339 892
31/05/2022,PETRO IVOIRE,2 195 440
31/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,790 303
20/05/2022,PETRO IVOIRE,663 766
20/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,238 403
19/05/2022,PETRO IVOIRE,1 249 422
19/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,448 753
13/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,317 835
13/05/2022,PETRO IVOIRE,883 965
11/05/2022,PETRO IVOIRE,1 440 492
11/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,517 939
06/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,180 985
06/05/2022,PETRO IVOIRE,589 107
04/05/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,540 232
04/05/2022,PETRO IVOIRE,1 758 463
27/04/2022,PETRO IVOIRE,355 979
27/04/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,155 988
26/04/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,905 117
26/04/2022,PETRO IVOIRE,2 063 993
19/04/2022,PETRO IVOIRE,2 367 640
19/04/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,647 739
11/04/2022,PETRO IVOIRE,585 674
11/04/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,217 743
09/04/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,1 077 612
09/04/2022,PETRO IVOIRE,2 899 633
30/03/2022,PETRO IVOIRE,500 403
30/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,113 299
29/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,219 925
29/03/2022,PETRO IVOIRE,970 223
27/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,415 388
27/03/2022,PETRO IVOIRE,1 831 483
21/03/2022,PETRO IVOIRE,2 040 307
21/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,680 138
14/03/2022,PETRO IVOIRE,760 703
14/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,250 657
11/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,457 841
11/03/2022,PETRO IVOIRE,1 426 041
05/03/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,986 515
05/03/2022,PETRO IVOIRE,2 975 917
24/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,729 580
24/02/2022,PETRO IVOIRE,2 422 773
19/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,569 270
19/02/2022,PETRO IVOIRE,1 729 214
16/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,55 334
16/02/2022,PETRO IVOIRE,170 383
15/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,65 173
15/02/2022,PETRO IVOIRE,236 225
09/02/2022,PETRO IVOIRE,1 892 737
09/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,599 886
08/02/2022,PETRO IVOIRE,137 629
08/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,36 789
03/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,71 743
03/02/2022,PETRO IVOIRE,308 827
02/02/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,469 266
02/02/2022,PETRO IVOIRE,2 015 179
01/02/2022,PETRO IVOIRE,162 576
27/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,220 798
27/01/2022,PETRO IVOIRE,832 313
26/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,513 878
26/01/2022,PETRO IVOIRE,1 936 304
20/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,262 443
20/01/2022,PETRO IVOIRE,740 353
17/01/2022,PETRO IVOIRE,369 241
17/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,130 172
15/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,154 679
15/01/2022,PETRO IVOIRE,454 194
14/01/2022,PETRO IVOIRE,564 707
14/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,192 309
13/01/2022,PETRO IVOIRE,1 281 769
13/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,436 462
07/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,221 973
07/01/2022,PETRO IVOIRE,841 057
06/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,575 753
06/01/2022,PETRO IVOIRE,2 232 241
03/01/2022,TOTALENERGIES MARKETING COTE D'IVOIRE,61 085
03/01/2022,PETRO IVOIRE,220 923
31/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,82 738
31/12/2021,PETRO IVOIRE,220 135
30/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,308 970
30/12/2021,PETRO IVOIRE,822 800
28/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,455 999
28/12/2021,PETRO IVOIRE,1 214 478
23/12/2021,PETRO IVOIRE,242 326
23/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,115 853
22/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,864 348
22/12/2021,PETRO IVOIRE,1 755 985
15/12/2021,PETRO IVOIRE,489 825
15/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,193 740
14/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,590 086
14/12/2021,PETRO IVOIRE,1 493 161
13/12/2021,PETRO IVOIRE,65 156
13/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,25 190
10/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,90 611
10/12/2021,PETRO IVOIRE,215 497
08/12/2021,PETRO IVOIRE,932 464
08/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,413 355
04/12/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,673 289
04/12/2021,PETRO IVOIRE,1 519 413
30/11/2021,PETRO IVOIRE,160 655
30/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,69 751
28/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,1 079 057
28/11/2021,PETRO IVOIRE,2 476 851
20/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,1 042 429
20/11/2021,PETRO IVOIRE,2 502 594
15/11/2021,PETRO IVOIRE,173 814
15/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,67 095
10/11/2021,PETRO IVOIRE,1 056 559
10/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,460 793
08/11/2021,PETRO IVOIRE,1 892 409
08/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,856 865
07/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,51 823
07/11/2021,PETRO IVOIRE,137 875
01/11/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,737 087
01/11/2021,PETRO IVOIRE,1 744 985
27/10/2021,PETRO IVOIRE,2 060 138
27/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,916 051
20/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,39 497
20/10/2021,PETRO IVOIRE,102 164
19/10/2021,PETRO IVOIRE,1 495 295
19/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,539 854
15/10/2021,PETRO IVOIRE,1 777 896
15/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,735 847
08/10/2021,PETRO IVOIRE,2 666 209
08/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,971 002
02/10/2021,PETRO IVOIRE,2 138 280
02/10/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,736 965
28/09/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,983 102
28/09/2021,PETRO IVOIRE,2 524 894
20/09/2021,PETRO IVOIRE,2 575 249
20/09/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,955 331
20/09/2021,PETRO IVOIRE,790 324
20/09/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,293 267
08/09/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,80 096
08/09/2021,PETRO IVOIRE,230 587
07/09/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,848 251
07/09/2021,PETRO IVOIRE,2 443 329
31/08/2021,PETRO IVOIRE,2 249 405
31/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,541 851
23/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,1 093 791
23/08/2021,PETRO IVOIRE,3 103 826
19/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,71 060
19/08/2021,PETRO IVOIRE,257 023
18/08/2021,PETRO IVOIRE,1 973 959
18/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,545 957
10/08/2021,PETRO IVOIRE,230 446
10/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,63 867
09/08/2021,PETRO IVOIRE,2 321 280
09/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,707 085
03/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,82 809
03/08/2021,PETRO IVOIRE,278 517
02/08/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,453 450
02/08/2021,PETRO IVOIRE,1 724 994
28/07/2021,PETRO IVOIRE,567 386
28/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,168 785
27/07/2021,PETRO IVOIRE,2 314 449
27/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,688 386
22/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,254 382
22/07/2021,PETRO IVOIRE,911 086
21/07/2021,PETRO IVOIRE,2 270 787
21/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,680 755
14/07/2021,PETRO IVOIRE,2 521 111
14/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,666 090
06/07/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,669 612
06/07/2021,PETRO IVOIRE,2 444 001
30/06/2021,PETRO IVOIRE,2 366 263
30/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,635 461
28/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,30 980
28/06/2021,PETRO IVOIRE,101 346
25/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,44 248
25/06/2021,PETRO IVOIRE,151 962
22/06/2021,PETRO IVOIRE,2 300 132
22/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,688 356
18/06/2021,PETRO IVOIRE,161 426
17/06/2021,PETRO IVOIRE,104 241
14/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,721 394
14/06/2021,PETRO IVOIRE,2 289 496
06/06/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,602 308
06/06/2021,PETRO IVOIRE,1 884 984
30/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,69 796
30/05/2021,PETRO IVOIRE,247 671
29/05/2021,PETRO IVOIRE,2 323 918
29/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,655 697
27/05/2021,PETRO IVOIRE,220 839
21/05/2021,PETRO IVOIRE,1 850 941
21/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,493 897
18/05/2021,PETRO IVOIRE,249 298
15/05/2021,PETRO IVOIRE,2 765 861
15/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,754 060
07/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,215 935
07/05/2021,PETRO IVOIRE,902 961
04/05/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,598 714
04/05/2021,PETRO IVOIRE,2 007 024
28/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,206 587
28/04/2021,PETRO IVOIRE,714 610
27/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,441 337
27/04/2021,PETRO IVOIRE,1 609 631
21/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,123 330
21/04/2021,PETRO IVOIRE,478 993
20/04/2021,PETRO IVOIRE,2 334 787
20/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,687 932
13/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,306 483
13/04/2021,PETRO IVOIRE,945 822
12/04/2021,PETRO IVOIRE,1 146 951
12/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,346 430
07/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,145 611
07/04/2021,PETRO IVOIRE,454 363
05/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,384 426
05/04/2021,PETRO IVOIRE,1 199 138
01/04/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,114 554
01/04/2021,PETRO IVOIRE,407 505
30/03/2021,PETRO IVOIRE,862 287
30/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,96 232
